"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"16236100","傳棋工業股份有限公司","","臺中市大肚區新興里沙田路二段383號","5000000","5000000"," ","解散","20250901035733"
"16237662","珈傑企業股份有限公司","陳O華","臺中市大里區仁化里工業十二路37號","5000000","5000000"," ","核准設立","20250901035733"
"16239514","亞虹實業股份有限公司","徐O富","桃園市楊梅區梅高路二段431巷120號","20000000","20000000"," ","核准設立","20250901035733"
"16243849","榮益科技股份有限公司","陳O誠","新北市新店區寶興路45巷6弄6號","25000000","25000000"," ","核准設立","20250901035733"
"16245430","豐展塑膠有限公司","黃O揚","新北市土城區永平街32號","10000000"," "," ","核准設立","20250901035733"
"16247417","寶盛塑膠股份有限公司","","臺中市西區忠明里博館３街１００號底層之３","5000000","5000000"," ","解散","20250901035733"
"16249506","凱葆實業有限公司","","新北市樹林區保安街2段215號","5000000"," "," ","解散","20250901035733"
"16251050","喬麒精密電子有限公司","陳O洲","桃園市楊梅區富聯路356巷1號2樓","25000000"," "," ","核准設立","20250901035733"
"16252656","九笙建設開發股份有限公司","","新北市三重區成功路二二號十一樓之一","50000000","50000000"," ","解散","20250901035733"
"16253043","茂沅實業有限公司","沈O華","桃園市大園區內海里民生路207號","10000000"," "," ","核准設立","20250901035733"
"16254991","亦得有限公司","曾O源","新竹市中埔里牛埔路247巷28、28-1號","8000000"," "," ","核准設立","20250901035733"
"16255627","聖飛模具有限公司","李O愉","新北市土城區中央路2段167號12樓之2","5000000"," "," ","核准設立","20250901035733"
"16258618","金藝發有限公司","","彰化縣鹿港鎮頂厝里民有街26號","3200000"," "," ","解散","20250901035733"
"16258997","鴻興塑膠有限公司","林O麗英","新北市中和區橋和路116號5樓","20000000"," "," ","核准設立","20250901035733"
"16264127","宜升企業有限公司","","彰化縣鹿港鎮洋厝里新厝巷一○一號","1000000"," "," ","廢止","20250901035733"
"16267243","山豐利有限公司","林O忠","新北市鶯歌區成功街15號2樓","5000000"," "," ","核准設立","20250901035733"
"16273391","允基企業有限公司","莊O慶","彰化縣芬園鄉芬園村芬草路2段205號","10000000"," "," ","核准設立","20250901035733"
"16275291","羅泰有限公司","","新北市中和區建八路一六號八樓","5000000"," "," ","廢止","20250901035733"
"16276432","銓鎰成有限公司","陳O銜","彰化縣和美鎮鐵山里彰美路二段446巷17號","35000000"," "," ","核准設立","20250901035733"
"16280132","弘昌彩藝有限公司","","臺中市太平區長億七街四六號二樓","1000000"," "," ","廢止","20250901035733"
"16291784","詠興印刷有限公司","","臺北市士林區永平街80巷23號1樓","1000000"," "," ","解散","20250901035733"
"16298999","三榮聯合股份有限公司","謝O男","新北市林口區文化二路1段266號5樓之1","10000000","10000000"," ","核准設立","20250901035733"
"16300192","巨詣實業有限公司","詹O慧","新北市深坑區北深路3段153號2樓","6000000"," "," ","核准設立","20250901035733"
"16302972","立洋水電材料有限公司","蔡O通","臺北市內湖區新明路127號1樓","2000000"," "," ","核准設立","20250901035733"
"16306230","聚銳企業有限公司","","臺北市北投區公館路257巷5弄8號4樓","10000000"," "," ","解散","20250901035733"
"16307110","塑湛企業有限公司","","新北市新莊區中平路268號4樓","1000000"," "," ","解散","20250901035733"
"16326209","協承昌股份有限公司","劉O俊","臺北市中山區松江路148號9樓","30000000","30000000"," ","核准設立","20250901035733"
"16331646","頂裕興業股份有限公司","","桃園市龍潭區中正路一七三號","1000000","1000000"," ","解散","20250901035733"
"16334123","詠曄股份有限公司","趙O","桃園市中壢區過嶺里四鄰福嶺路249號","29700000","29700000"," ","核准設立","20250901035733"
"16340954","川易實業有限公司","","彰化縣溪湖鎮番婆里彰水路二段三一二巷八五號","560000"," "," ","廢止","20250901035733"
"16351353","啟恩有限公司","","桃園市中壢區振興里龍岡路３段１２４巷４６弄２號","5000000"," "," ","解散","20250901035733"
"16353459","尚進實業股份有限公司","余O章","彰化縣花壇鄉中庄村中山路1段12巷68號","190544210","190544210"," ","核准設立","20250901035733"
"16356173","嘉盟昌股份有限公司","李O禎","新竹縣北埔鄉埔尾村埔尾48號","12000000","12000000"," ","核准設立","20250901035733"
"16360515","威仲塑膠有限公司","王O蜜","臺中市大里區西湖里西湖路320巷1號1樓","1000000"," "," ","核准設立","20250901035733"
"16368349","樹曜科技股份有限公司","陳O昇","臺中市梧棲區頂寮里四維東路116號8樓之5","31800000","31800000"," ","核准設立","20250901035733"
"16370371","建鴻塑膠股份有限公司","","臺中市沙鹿區埔子里屏西路241號","6600000","6600000"," ","解散","20250901035733"
"16370611","今侖有限公司","","臺中市南屯區永春東路二四○號二樓","1500000"," "," ","解散","20250901035733"
"16372477","殷宗工業有限公司","","臺中市烏日區仁德里信義街二四七巷九弄八號","2000000"," "," ","解散","20250901035733"
"16374974","沛祥有限公司","","臺中市北屯區舊社里舊社巷四八號","1000000"," "," ","解散","20250901035733"
"16375518","領鮮物流股份有限公司","龍O玉","桃園市平鎮區高雙路88巷11號","25000000","25000000"," ","核准設立","20250901035733"
"16376782","文偉股份有限公司","蔡O娟","臺北市內湖區金湖路347巷62號","300000000","300000000"," ","核准設立","20250901035733"
"16382200","宏濟興業有限公司","林O雄","高雄市湖內區中正路1段513巷25號","3000000"," "," ","核准設立","20250901035733"
"16387470","壹頂金屬網企業有限公司","","臺中市大雅區清泉路1之18號1樓","5000000"," "," ","解散","20250901035733"
"16390047","泰和陽塑膠有限公司","葉O泉","高雄市阿蓮區民權路92巷195號","2000000"," "," ","核准設立","20250901035733"
"16391072","二輪轎車有限公司","","新北市泰山區貴和里明志路三段三五一巷九號","3000000"," "," ","廢止","20250901035733"
"16391637","惠楹有限公司","許O洲","彰化縣福興鄉麥厝村麥厝街78-6號","5000000"," "," ","核准設立","20250901035733"
"16394661","瑞豐塑膠有限公司","陳O紅","臺中市南區樹義里福田路60號1樓","1000000"," "," ","核准設立","20250901035733"
"16396056","輔彬實業有限公司","李O霞","臺南市東區忠孝里崇明十街45號3樓","5000000"," "," ","核准設立","20250901035733"
"16396788","三詠開發塑膠製品有限公司","王O滿","臺中市大里區振興路280號","11000000"," "," ","核准設立","20250901035733"
"16398104","永宏塑膠有限公司","","新北市泰山區貴和里德安街4號　","5000000"," "," ","解散","20250901035733"
"16402418","騏鵬工業股份有限公司","古O榮","桃園市楊梅區瑞原里民富路1段305-1號","10000000","10000000"," ","核准設立","20250901035733"
"16402682","茂聚興工業有限公司","","臺中市西屯區福雅里福泰街113號2樓","3000000"," "," ","解散","20250901035733"
"16405604","朝嶸興業有限公司","江O財","臺南市安南區原佃里本原街一段97巷77號","2000000"," "," ","核准設立","20250901035733"
"16408932","起鈿股份有限公司","","彰化縣和美鎮和北里德美路六五三號","5000000","5000000"," ","解散","20250901035733"
"16410212","聚展佳有限公司","","臺南市永康區烏竹里龍橋街三五○巷六七弄一七之四號","2000000"," "," ","解散","20250901035733"
"16411893","長玉塑膠實業有限公司","張O玉","新北市土城區中央路2段390巷29號1樓","1000000"," "," ","核准設立","20250901035733"
"16413267","巨而登企業股份有限公司","","桃園市龜山區福源里湖山街３２０號","6000000","6000000"," ","解散","20250901035733"
"16413668","東陞企業有限公司","","臺中市大里區美群路一九四巷九號一樓","1000000"," "," ","解散","20250901035733"
"16415498","世弘壓克力有限公司","黃O萍","新北市三重區光復路1段95號","5000000"," "," ","核准設立","20250901035733"
"16416659","金立德實業有限公司","陳O梅","新北市中和區新生街27-1號","5000000"," "," ","核准設立","20250901035733"
"16416948","尊御企業股份有限公司","","臺南市南區中華南路一段三○號一樓","5000000","5000000"," ","廢止","20250901035733"
"16418410","巨巧有限公司","陳O松","彰化縣伸港鄉溪底村工東一路33號2樓","5000000"," "," ","核准設立","20250901035733"
"16420725","佑欣實業有限公司","蔣O臻","臺中市豐原區建成路101號1樓","2500000"," "," ","核准設立","20250901035733"
"16420942","慧哲實業有限公司","","桃園市桃園區中成里永安路四五一號一樓","10000000"," "," ","廢止","20250901035733"
"16423687","普泰興業有限公司","","彰化縣埔心鄉舊�琝禶s�皒穭C二六號","11000000"," "," ","解散","20250901035733"
"16424068","永安欣業有限公司","許O玲","臺中市大甲區頂店里南北一路102號","10000000"," "," ","核准設立","20250901035733"
"16426066","辰亮精密工業有限公司","林O彰","新北市五股區西雲路270巷1號2樓","2000000"," "," ","核准設立","20250901035733"
"16427733","三武科技實業股份有限公司","廖O平","高雄市燕巢區安林二街68號","10000000","10000000"," ","核准設立","20250901035733"
"16428655","好輪膠業有限公司","呂O華","新北市新莊區化成里化成路11巷7號","6000000"," "," ","核准設立","20250901035733"
"16439169","力特光電科技股份有限公司","趙O蓉","桃園市平鎮區平東路659巷37號","10000000000","1670000000"," ","核准設立","20250901035733"
"16447822","天紡企業有限公司","","臺中市南屯區文心路一段三七八號十五樓之二","1000000"," "," ","廢止","20250901035733"
"16453099","勝胤企業有限公司","洪O棟","高雄市湖內區中山路一段705之1號","16000000"," "," ","核准設立","20250901035733"
"16481601","協智股份有限公司","","臺中市神岡區神洲里大洲路42巷19號","10000000","10000000"," ","解散","20250901035733"
"16482290","合隆塑膠有限公司","","彰化縣社頭鄉龍井村水井巷二五之一號","1000000"," "," ","解散","20250901035733"
"16484614","福伶塑膠工業有限公司","","桃園市龜山區南上里民生北路一段一二二巷一六號","2000000"," "," ","廢止","20250901035733"
"16486514","謚昌實業有限公司","","桃園市龍潭區中興里民主街二○巷五弄一二號一樓","3000000"," "," ","撤銷","20250901035733"
"16488787","尚材實業有限公司","","臺南市善化區胡厝里胡厝寮二二二號一樓","5000000"," "," ","解散","20250901035733"
"16489385","國信昌有限公司","","臺中市北區英才路三九六號四樓之二","5000000"," "," ","解散","20250901035733"
"16489477","偉泓企業有限公司","","彰化縣彰化市崙平里平和五街60號","1000000"," "," ","解散","20250901035733"
"16489934","安力塑膠有限公司","許O聰","高雄市鳳山區瑞興里瑞竹路239巷20號","2000000"," "," ","核准設立","20250901035733"
"16491306","普誠環保工程有限公司","陳O約","彰化縣二林鎮廣興里廣東巷3之8號","30000000"," "," ","核准設立","20250901035733"
"16491734","甲鴻建設開發股份有限公司","","新北市三重區自強路一段三○○號三樓","25000000","25000000"," ","解散","20250901035733"
"16492234","大謙環保工程有限公司","","桃園市龜山區山頂里華國新村12號1樓","1000000"," "," ","解散","20250901035733"
"16494042","曉陽實業股份有限公司","","新北市鶯歌區建國路411號","5000000","5000000"," ","解散","20250901035733"
"16498005","宗取廣告有限公司","莊O宗","新北市板橋區國慶路179號5樓","1100000"," "," ","核准設立","20250901035733"
"16500614","順華塑膠企業股份有限公司","唐O生","雲林縣斗南鎮田頭里延平北路69號1樓","29500000","24500000"," ","核准設立","20250901035733"
"16502042","永松鋼模有限公司","陳O賢","新北市新莊區頭興街一之五號","500000"," "," ","核准設立","20250901035733"
"16502063","緯菱國際有限公司","","宜蘭縣員山鄉湖西村二湖路37號","500000"," "," ","廢止","20250901035733"
"16503371","聯技企業有限公司","","雲林縣二崙鄉田尾村犁份27號","5000000"," "," ","解散","20250901035733"
"16510176","錸盛興業股份有限公司","","臺北市士林區德行東路238號2樓","45600000","45600000"," ","廢止","20250901035733"
"16510280","寶盛興實業有限公司","","臺南市安南區安中路一段一八九巷四一弄二十號","2000000"," "," ","解散","20250901035733"
"16514526","君順有限公司","趙O玉","新北市三重區中央南路50巷2號2樓","30000000"," "," ","核准設立","20250901035733"
"16515047","上宜企業有限公司","","臺中市太平區中山路四段二五八號一樓","3000000"," "," ","解散","20250901035733"
"16515258","昇宥科技有限公司","陳O玉","臺中市烏日區環中路八段1121巷7號","7000000"," "," ","核准設立","20250901035733"
"16515362","遠騰塑膠有限公司","","雲林縣莿桐鄉埔尾村油車路六六之一八號","1000000"," "," ","解散","20250901035733"
"16516117","銓仁有限公司","","新北市板橋區長安街331巷36號1樓","10000000"," "," ","解散","20250901035733"
"16517333","利山有限公司","","嘉義市西區下埤里北港路七四六巷一○二號","2000000"," "," ","廢止","20250901035733"
"16518380","百豐興業有限公司","","彰化縣芳苑鄉文津村芳東路十八號","2000000"," "," ","解散","20250901035733"
"16520127","甲益建設開發股份有限公司","李O達","新北市三重區重陽路3段192之3號13樓","25000000","25000000"," ","核准設立","20250901035733"
"16520409","証楊有限公司","","彰化縣埔鹽鄉崑崙村彰水路一段六九號一樓","1000000"," "," ","解散","20250901035733"
"16521271","立樺企業股份有限公司","張O仁","臺中市龍井區忠和里海尾路244號","8000000","8000000"," ","核准設立","20250901035733"
"16526086","金合聚股份有限公司","洪O宇","彰化縣芳苑鄉仁愛村芳光巷11之6號","5000000","5000000"," ","核准設立","20250901035733"
"16527389","三合陞國際有限公司","","彰化縣溪州鄉東州村溪下路四段三三四號","5000000"," "," ","廢止","20250901035733"
"16528269","賀擇實業有限公司","温O輝","新北市中和區連勝街57巷11號","15000000"," "," ","核准設立","20250901035733"
"16528351","辰墉門窗實業有限公司","","桃園市桃園區同德里同德六街166號5樓","1000000"," "," ","解散","20250901035733"
"16529210","宏森富興業股份有限公司","白O城","彰化縣花壇鄉永春村福德巷28弄9號","53800000","53800000"," ","核准設立","20250901035733"
"16532881","龍萊得有限公司","李O達","桃園市龜山區南美里南美街90巷54號","1000000"," "," ","核准設立","20250901035733"
"16533740","聚優化成股份有限公司","劉O龍","彰化縣二林鎮中西里二城路17號","7000000","7000000"," ","核准設立","20250901035733"
"16536845","特麗帆企業股份有限公司","廖O梓","臺中市烏日區北里里太明路79號","65000000","65000000"," ","核准設立","20250901035733"
"16539364","永欣昌科技股份有限公司","曾O楷","高雄市茄萣區嘉賜里進學路93號","8000000","8000000"," ","核准設立","20250901035733"
"16539646","井湧企業股份有限公司","","桃園市平鎮區北興里金陵路二段五二一號","6000000","6000000"," ","解散","20250901035733"
"16540448","瀚祥企業有限公司","","新北市蘆洲區中山一路二九三之一號二樓","10000000"," "," ","廢止","20250901035733"
"16540545","金博興企業有限公司","涂O榮","新北市樹林區西圳街1段28之2號","5000000"," "," ","核准設立","20250901035733"
"16541208","睿億實業有限公司","","彰化縣員林市三和里三條街五一九巷五號","3000000"," "," ","廢止","20250901035733"
"16542537","葆達企業有限公司","黃O源","臺南市安南區布袋里工明南一路53之1號","1000000"," "," ","核准設立","20250901035733"
"16547266","乙奇有限公司","陳O華","新北市板橋區金門街二五巷三一號","1000000"," "," ","核准設立","20250901035733"
"16549335","英宏德企業有限公司","陳O雄","新北市新莊區昌信里中原路99號2樓","5000000"," "," ","核准設立","20250901035733"
"16549813","善德生化科技股份有限公司","胡O凱","雲林縣褒忠鄉中民村中正路16號","1000000000","600000000"," ","核准設立","20250901035733"
"16553082","唐欣企業有限公司","","桃園市蘆竹區南興里三鄰南昌路四號六樓","1000000"," "," ","廢止","20250901035733"
"16553111","達日順企業有限公司","","臺中市后里區后里里成功路24號","1000000"," "," ","解散","20250901035733"
"16554075","吉達通運股份有限公司","姜O耀","桃園市桃園區南門里20鄰漢中路118號1樓","25000000","25000000"," ","核准設立","20250901035733"
"16556686","承禹實業有限公司","吳O賢","桃園市蘆竹區中山路158巷2弄17號","30000000"," "," ","核准設立","20250901035733"
"16559109","威將科技股份有限公司","","臺中市東區自由路四段二四六號一樓","5000000","5000000"," ","解散","20250901035733"
"16560942","耕隆實業有限公司","黄O盛","彰化縣埔鹽鄉角樹村員鹿路一段124號","10000000"," "," ","核准設立","20250901035733"
"16567403","蘆興企業有限公司","","桃園市蘆竹區錦中里南崁路三五八號","7000000"," "," ","解散","20250901035733"
"16567488","金裕昌通運有限公司","湯O雀","高雄市鳳山區文德里文清街132號1樓","25000000"," "," ","核准設立","20250901035733"
"16576732","威力鯨企業有限公司","","新北市新莊區中正路五四四之廿四號","5000000"," "," ","廢止","20250901035733"
"16577649","禮開興業有限公司","","新北市林口區竹林路550號1樓","3000000"," "," ","廢止","20250901035733"
"16578231","崧維實業股份有限公司","魏O鋒","臺中市豐原區合作街76巷21號1樓","10000000","10000000"," ","核准設立","20250901035733"
"16579512","來順益企業有限公司","楊O淑琴","臺中市大里區新仁里新仁路一段69之7號1樓","3500000"," "," ","核准設立","20250901035733"
"16580089","錦揚興實業有限公司","","桃園市桃園區長安里長春路二○六號一樓","1020000"," "," ","廢止","20250901035733"
"16583585","圖礱集設計工程有限公司","","新北市新店區寶興路45巷2弄66號15樓","5000000"," "," ","解散","20250901035733"
"16597639","鼎律科技股份有限公司","","臺北市松山區八德路3段164號9樓之3","11000000","11000000"," ","解散","20250901035733"
"16615947","影視達科技股份有限公司","陳O福","新北市新莊區福營路163號3樓","400000000","332500000"," ","核准設立","20250901035733"
"16617543","聯泰豐股份有限公司","陳O銀","新北市三重區中正北路165巷33號4樓","61000000","61000000"," ","核准設立","20250901035733"
"16641564","川記塑膠工業股份有限公司","","臺南市仁德區仁義里仁義一街六七號","20000000","20000000"," ","廢止","20250901035733"
"16641608","大欣荃股份有限公司","","桃園市楊梅區秀才路二○七巷二一號","7500000","7500000"," ","撤銷","20250901035733"
"16641895","聖順實業有限公司","鄭O順","彰化縣員林市大明里大饒路845巷6弄7號","1000000"," "," ","核准設立","20250901035733"
"16643057","欣泰達實業股份有限公司","蘇O欽","臺中市龍井區忠和里海尾路256巷11號","12000000","12000000"," ","核准設立","20250901035733"
"16644801","台灣新霆股份有限公司","翁O騰","臺中市太平區德隆里園區三路17號","25000000","25000000"," ","核准設立","20250901035733"
"16645421","合展興有限公司","劉O華","臺中市潭子區東寶里雅豐街76巷42弄6號1樓","5000000"," "," ","核准設立","20250901035733"
"16645554","立融有限公司","陳O秀","雲林縣口湖鄉湖東村口湖路166號","1000000"," "," ","核准設立","20250901035733"
"16645891","宏源英有限公司","","屏東縣竹田鄉竹田村中山路2號1樓","1000000"," "," ","解散","20250901035733"
"16646173","長昇鴻建設股份有限公司","陳O傑","新北市中和區中正路880號11樓","132000000","132000000"," ","核准設立","20250901035733"
"16646343","申永明股份有限公司","","臺中市豐原區南嵩里水源路一一五巷四二號","9000000","9000000"," ","解散","20250901035733"
"16647217","榮興橡膠工業有限公司","鄭O月","新北市樹林區三龍街116號(1樓、2樓)","22000000"," "," ","核准設立","20250901035733"
"16652908","良冶工業股份有限公司","","桃園市桃園區長安街廿四號","5000000","5000000"," ","解散","20250901035733"
"16654791","融暉企業有限公司","","臺中市東區台中路四０三之八號一樓","3000000"," "," ","解散","20250901035733"
"16655784","金冠塑膠企業股份有限公司","王O德","新竹市南寮里南寮街17號","1000000","1000000"," ","核准設立","20250901035733"
"16657734","銅端精密工業有限公司","","新北市中和區國光街一八九巷十二弄五號","5000000"," "," ","撤銷","20250901035733"
"16659542","冠祿實業股份有限公司","吳O岸","臺南市新市區大社里大社997號1樓","5000000","5000000"," ","核准設立","20250901035733"
"16659634","雲科實業有限公司","張O瑛","高雄市仁武區仁雄路98之6號8樓","5000000"," "," ","核准設立","20250901035733"
"16660225","錦耀生活用品有限公司","","臺中市太平區宜欣里富宜路30號","6000000"," "," ","廢止","20250901035733"
"16660512","麗敦科技股份有限公司","","新北市新莊區新樹路二六八巷二十六之一號","200000000","100000000"," ","解散","20250901035733"
"16660533","興偉實業有限公司","","新竹縣竹東鎮五豐里五豐街十一巷廿一號一樓","3000000"," "," ","解散","20250901035733"
"16663861","耀正機械有限公司","吳O琛","新北市三重區三和路4段89巷36號1樓","10000000"," "," ","核准設立","20250901035733"
"16664405","金瑋霖企業有限公司","","彰化縣田尾鄉豐田村光復路四段七○巷一一號","5000000"," "," ","廢止","20250901035733"
"16666276","瀧順實業股份有限公司","沈O順","彰化縣花壇鄉北口村中山路二段691號","12000000","12000000"," ","核准設立","20250901035733"
"16668248","世發豐企業有限公司","潘O川","高雄市燕巢區安林5街17號","6000000"," "," ","核准設立","20250901035733"
"16669540","屹瑞企業有限公司","","嘉義縣義竹鄉六桂村一五鄰義竹一六八號","1000000"," "," ","解散","20250901035733"
"16670336","聚億塑膠有限公司","","嘉義縣水上鄉粗溪村粗溪二十號之一○六","1000000"," "," ","解散","20250901035733"
"16672334","臻誠實業股份有限公司","黃O珍","臺中市豐原區朴子街364巷23號","30000000","30000000"," ","核准設立","20250901035733"
"16674677","鈞閎有限公司","","新北市新莊區萬安街107巷7號","5000000"," "," ","解散","20250901035733"
"16675326","金桂源國際股份有限公司","李O彬","臺中市清水區中社里中社路97之522號","8000000","8000000"," ","核准設立","20250901035733"
"16678463","東會戶外用品有限公司","","臺中市北屯區平安里文心路4段696號25樓","5000000"," "," ","解散","20250901035733"
"16678822","耀通膠業有限公司","謝O貴","新北市新莊區中正路新生巷43之3號","1000000"," "," ","核准設立","20250901035733"
"16679548","珊洋企業有限公司","莊O珈","臺南市仁德區上崙里德崙路116巷11號1樓","1000000"," "," ","核准設立","20250901035733"
"16681776","葆京企業有限公司","","臺中市大里區東興里東明路四三六巷七號一樓","5000000"," "," ","解散","20250901035733"
"16684084","元謄有限公司","","桃園市大園區大園里中華路九一巷十弄十五號一樓","500000"," "," ","解散","20250901035733"
"16684937","培聚實業股份有限公司","","桃園市桃園區中原里宏昌七街四八號一樓","5000000","5000000"," ","解散","20250901035733"
"16685942","上大嘉實業股份有限公司","周O常","臺中市梧棲區永安里向上路九段466巷23號","168000000","168000000"," ","核准設立","20250901035733"
"16686105","紅兵裁斷企業有限公司","董O吉","臺中市豐原區大湳里圓環北路1段248號1樓","10000000"," "," ","核准設立","20250901035733"
"16690234","昱都實業有限公司","","臺南市仁德區中正西路二○二巷二五六號","16800000"," "," ","廢止","20250901035733"
"16691986","嘉澎塑膠有限公司","王O彥","臺中市大雅區四德里神林南路513巷13號1樓","10000000"," "," ","核准設立","20250901035733"
"16693751","旻廷企業有限公司","","新北市土城區永安街八四號","500000"," "," ","解散","20250901035733"
"16694463","旭豐煜企業有限公司","梁O喜","彰化縣彰化市平和里林森路二七○巷一○號","1000000"," "," ","核准設立","20250901035733"
"16697243","英強國際有限公司","","新北市新莊區中正路力行巷十一弄十一號一樓","1000000"," "," ","解散","20250901035733"
"16697530","鑫銓盛有限公司","","臺中市西屯區華美西街二段三一一號四樓之七","5000000"," "," ","廢止","20250901035733"
"16697757","鈞晨企業有限公司","","臺南市安南區安和路四段二三九號","1000000"," "," ","廢止","20250901035733"
"16698221","神祥模具企業有限公司","","高雄市仁武區仁忠一街二二號","2000000"," "," ","解散","20250901035733"
"16700274","永錩企業股份有限公司","歐O芳","臺中市霧峰區坑口里中正路557巷20號","44588000","44588000"," ","核准設立","20250901035733"
"16704639","永臣實業有限公司","林O雅","臺中市西屯區中清路三段496號1樓","2000000"," "," ","核准設立","20250901035733"
"16705314","長厚塑膠有限公司","","臺中市太平區德隆路一二二巷五三號","3000000"," "," ","解散","20250901035733"
"16705969","霆泰企業有限公司","","新北市中和區佳和里中山路二段一五二號三樓之一","10000000"," "," ","廢止","20250901035733"
"16705996","澤民鋼模有限公司","","臺中市大安區永安里五甲北路10巷68號","1000000"," "," ","解散","20250901035733"
"16706376","勇鼎科技股份有限公司","潘O方","臺中市豐原區豐田里田心路2段247巷9號","20000000","20000000"," ","核准設立","20250901035733"
"16711391","采和布業有限公司","","彰化縣員林市浮圳里員東路1段171巷48弄2號","3000000"," "," ","廢止","20250901035733"
"16711569","哈迪資訊有限公司","","桃園市桃園區寶山里16鄰民有五街95號12樓","1000000"," "," ","解散","20250901035733"
"16712949","唐明事業有限公司","莊O濱","臺中市大里區文心南路1160號","15000000"," "," ","核准設立","20250901035733"
"16715426","聚義工業股份有限公司","","臺南市仁德區太子里太子四街十九巷十號","1800000","1800000"," ","解散","20250901035733"
"16715538","麗元股份有限公司","","臺北市大同區延平北路２段２０２號５樓之３","51800000","51800000"," ","廢止","20250901035733"
"16715642","明汰事業商行有限公司","","臺中市潭子區頭家里中山路一段二七四巷一五號","2000000"," "," ","解散","20250901035733"
"16716017","東旺塑膠有限公司","","新北市樹林區啟智街九八之一號一樓","1000000"," "," ","廢止","20250901035733"
"16719674","錦傳塑膠有限公司","徐O勝","桃園市龍潭區北興里民主街136巷26號","4000000"," "," ","核准設立","20250901035733"
"16719870","騰飛國際有限公司","","新北市三重區重新路五段四五二號一樓","1000000"," "," ","解散","20250901035733"
"16719892","力欉實業有限公司","","彰化縣彰化市阿夷里泰和路二段二○六巷五十號一樓","10000000"," "," ","解散","20250901035733"
"16722094","元麗實業股份有限公司","","高雄市大社區保社里旗楠路七四之六號","6000000","6000000"," ","解散","20250901035733"
"16725536","祺源股份有限公司","胡O源","桃園市蘆竹區內厝里內溪路50之1號","150000000","150000000"," ","核准設立","20250901035733"
"16727128","金元進塑膠有限公司","","臺中市大肚區新興里沙田路2段323巷2號2樓","3000000"," "," ","解散","20250901035733"
"16728858","帝舜工業有限公司","","臺南市永康區鹽和街162號","1000000"," "," ","解散","20250901035733"
"16729884","衡形企業股份有限公司","","新北市汐止區連興街一二八巷十二號三樓","3000000","3000000"," ","廢止","20250901035733"
"16730307","騵騂塑膠興業有限公司","","彰化縣芬園鄉縣�蠽纗�南路二段三八五巷十三弄二十號","5000000"," "," ","解散","20250901035733"
"16730658","新峰企業有限公司","","臺南市安南區布袋里一鄰工明三路八號","5000000"," "," ","解散","20250901035733"
"16732945","高志股份有限公司","","新竹縣竹北市中興里光明六路東二段358-6號2樓","300000000","300000000"," ","解散","20250901035733"
"16734492","華郁塑膠有限公司","王O生","臺中市大里區樹王里文心南路1316巷6號","8000000"," "," ","核准設立","20250901035733"
"16734633","南裕企業有限公司","張O裕","臺中市南區五權南路264巷27號1樓","500000"," "," ","核准設立","20250901035733"
"16736251","崇英企業有限公司","沈O蓓","桃園市桃園區汴洲里經國二路96號(1樓)","2000000"," "," ","核准設立","20250901035733"
"16737738","同用興業有限公司","林O炫","新竹市北區光華里光華街59巷8號1樓","7000000"," "," ","核准設立","20250901035733"
"16743653","香港商瑞健股份有限公司","孫O傑","桃園市桃園區國聖二街136號1樓及2樓","1400000000"," ","1400000000","撤回登記","20250901035733"
"16750529","歐聯興股份有限公司","黃O久美","臺北市信義區林口街100號1樓","5000000","5000000"," ","核准設立","20250901035733"
"16773826","璉盛股份有限公司","王O松","新北市樹林區中正路191號","16000000","16000000"," ","核准設立","20250901035733"
"16776485","雙鏘實業有限公司","楊O和","臺北市內湖區麗山街328巷13號1樓","10000000"," "," ","核准設立","20250901035733"
"16778250","永翼膠業股份有限公司","鄭O翼","新北市新莊區天祥街47巷2弄8之3號","9000000","9000000"," ","核准設立","20250901035733"
"16781804","儕鍵企業有限公司","徐O瑋","基隆市信義區東光路203號5樓","5000000"," "," ","核准設立","20250901035733"
"16811498","麒信貿易有限公司","陳O鐘","高雄市三民區九如一路172號1樓","26000000"," "," ","核准設立","20250901035733"
"16818555","山汰科技股份有限公司","王O志","臺中市南屯區三義里黎明路二段599號3樓","446000000","446000000"," ","核准設立","20250901035733"
"16819040","鼎強國際企業有限公司","張O祥","新北市板橋區滿平街110巷22號7樓","20000000"," "," ","核准設立","20250901035733"
"16822072","志勝塑膠工業有限公司","洪O芬","高雄市大社區中正路560巷25號","10000000"," "," ","核准設立","20250901035733"
"16822988","祐慶企業有限公司","楊O霖","高雄市大寮區田單五街7號","12000000"," "," ","核准設立","20250901035733"
"16831071","宏碟科技股份有限公司","","新竹縣湖口鄉新竹工業區興安街６１號","800000000","790000000"," ","解散","20250901035733"
"16839094","美商瑞盟亞洲股份有限公司","陳O緯","臺中市大甲區東二街21號","15000000"," ","15000000","核准登記","20250901035733"
"16850040","清晰科技股份有限公司","陳O壽","新竹縣湖口鄉鳳凰村中華路124號","600000000","312631580"," ","核准設立","20250901035733"
"16850076","弘展塑膠實業有限公司","","臺南市永康區鹽行里鹽和街二四二號一樓","30000000"," "," ","廢止","20250901035733"
"16851195","勝坤企業有限公司","辜O隆","臺中市大雅區大雅里學府路250巷82弄32號","1000000"," "," ","核准設立","20250901035733"
